fecha;pm10;velocidad;direccion;pm2-5
6/03/2024 10:00;42,6;0;0;30
6/03/2024 11:00;44;0;0;28
6/03/2024 12:00;31,4;0;0;26
6/03/2024 13:00;30,3;0;0;19
6/03/2024 14:00;22,3;0;0;20
6/03/2024 15:00;20;0;0;20
6/03/2024 16:00;56,5;0;0;34
6/03/2024 17:00;70,1;0;0;38
6/03/2024 18:00;70,5;0;0;37
6/03/2024 19:00;71;0;0;36
6/03/2024 20:00;53,5;0;0;37
6/03/2024 21:00;50,6;0;0;47
6/03/2024 22:00;53,7;0;0;47
6/03/2024 23:00;55,5;0;0;41
7/03/2024 0:00;62,4;0;0;35
7/03/2024 1:00;44,2;0;0;30
7/03/2024 2:00;45,4;0;0;27
7/03/2024 3:00;34,1;0;0;34
7/03/2024 4:00;45,3;0;0;30
7/03/2024 5:00;40,2;0;0;37
7/03/2024 6:00;43,1;0;0;35
7/03/2024 7:00;48,3;0;0;47
7/03/2024 8:00;56,9;0;0;56
7/03/2024 9:00;62,7;0;0;51
7/03/2024 10:00;63,9;0;0;40
7/03/2024 11:00;56,5;0;0;39
7/03/2024 12:00;50,4;0;0;31
7/03/2024 13:00;42,2;0;0;27
7/03/2024 14:00;36,7;0;0;27
7/03/2024 15:00;31,3;0;0;26
7/03/2024 16:00;25,5;0;0;18
7/03/2024 17:00;39;0;0;18
7/03/2024 18:00;35,6;0;0;22
7/03/2024 19:00;30;0;0;30
7/03/2024 20:00;53,2;0;0;41
7/03/2024 21:00;56,1;0;0;41
7/03/2024 22:00;57,1;0;0;40
7/03/2024 23:00;45,7;0;0;23
8/03/2024 0:00;33,2;0;0;31
8/03/2024 1:00;41,6;0;0;21
8/03/2024 2:00;38,2;0;0;22
8/03/2024 3:00;30,8;0;0;30
8/03/2024 4:00;31;0;0;31
8/03/2024 5:00;27,2;0;0;25
8/03/2024 6:00;0;0;0;37
8/03/2024 7:00;55,1;0;0;42
8/03/2024 8:00;63,3;0;0;52
8/03/2024 9:00;51,7;0;0;36
8/03/2024 10:00;46,3;0;0;29
8/03/2024 11:00;46,1;0;0;27
8/03/2024 12:00;36,6;0;0;22
8/03/2024 13:00;34,3;0;0;18
8/03/2024 14:00;32,4;0;0;25
8/03/2024 15:00;23;0;0;23
8/03/2024 16:00;29,4;0;0;21
8/03/2024 17:00;30,8;0;0;21
8/03/2024 18:00;32,6;0;0;20
8/03/2024 19:00;23,5;0;0;17
8/03/2024 20:00;32;0;0;23
8/03/2024 21:00;31;0;0;21
8/03/2024 22:00;30;0;0;18
8/03/2024 23:00;21,5;0;0;21
9/03/2024 0:00;33,5;0;0;22
9/03/2024 1:00;27,4;0;0;20
9/03/2024 2:00;24,4;0;0;22
9/03/2024 3:00;24,4;0;0;19
9/03/2024 4:00;20,8;0;0;17
9/03/2024 5:00;23,6;0;0;17
9/03/2024 6:00;21,4;0;0;15
9/03/2024 7:00;22,2;0;0;16
9/03/2024 8:00;25,9;0;0;21
9/03/2024 9:00;26,2;0;0;10
9/03/2024 10:00;30,9;0;0;13
9/03/2024 11:00;28;0;0;15
9/03/2024 12:00;30,6;0;0;18
9/03/2024 13:00;21,9;0;0;10
9/03/2024 14:00;20,5;0;0;11
9/03/2024 15:00;15,8;0;0;12
9/03/2024 16:00;12,4;0;0;10
9/03/2024 17:00;20;0;0;11
9/03/2024 18:00;24,4;0;0;10
9/03/2024 19:00;17,2;0;0;11
9/03/2024 20:00;15,8;0;0;15
9/03/2024 21:00;18;0;0;11
9/03/2024 22:00;13;0;0;13
9/03/2024 23:00;11,6;0;0;11
10/03/2024 0:00;20,6;0;0;12
10/03/2024 1:00;20,4;0;0;15
10/03/2024 2:00;15;0;0;14
10/03/2024 3:00;19;0;0;12
10/03/2024 4:00;16,7;0;0;13
10/03/2024 5:00;18;0;0;13
10/03/2024 6:00;13,3;0;0;11
10/03/2024 7:00;16,9;0;0;15
10/03/2024 8:00;24,1;0;0;15
10/03/2024 9:00;17,4;0;0;14
10/03/2024 10:00;15,9;0;0;11
10/03/2024 11:00;11,9;0;0;9
10/03/2024 12:00;20,2;0;0;10
10/03/2024 13:00;19,3;0;0;14
10/03/2024 14:00;18,1;0;0;9
10/03/2024 15:00;14,1;0;0;13
10/03/2024 16:00;0;0;0;23
10/03/2024 17:00;20,6;0;0;18
10/03/2024 18:00;22;0;0;19
10/03/2024 19:00;20;0;0;20
10/03/2024 20:00;21,2;0;0;20
10/03/2024 21:00;21,6;0;0;21
10/03/2024 22:00;24,3;0;0;20
10/03/2024 23:00;22,1;0;0;19
11/03/2024 0:00;29,9;0;0;22
11/03/2024 1:00;29,1;0;0;19
11/03/2024 2:00;20,5;0;0;19
11/03/2024 3:00;0;0;0;25
11/03/2024 4:00;22;0;0;22
11/03/2024 5:00;18;0;0;18
11/03/2024 6:00;20,2;0;0;16
11/03/2024 7:00;28,9;0;0;19
11/03/2024 8:00;36;0;0;18
11/03/2024 9:00;25,8;0;0;25
11/03/2024 10:00;28,6;0;0;18
11/03/2024 11:00;26;0;0;20
11/03/2024 12:00;32,6;0;0;19
11/03/2024 13:00;24,4;0;0;13
11/03/2024 14:00;23,7;0;0;14
11/03/2024 15:00;22,9;0;0;21
11/03/2024 16:00;33,4;0;0;19
11/03/2024 17:00;45,1;0;0;22
11/03/2024 18:00;31,9;0;0;17
11/03/2024 19:00;33,8;0;0;13
11/03/2024 20:00;26,3;0;0;20
11/03/2024 21:00;27,3;0;0;15
11/03/2024 22:00;26,4;0;0;23
11/03/2024 23:00;22,7;0;0;17
12/03/2024 0:00;29,4;0;0;19
12/03/2024 1:00;25,2;0;0;23
12/03/2024 2:00;19;0;0;19
12/03/2024 3:00;24,9;0;0;18
12/03/2024 4:00;27,5;0;0;20
12/03/2024 5:00;20,4;0;0;18
12/03/2024 6:00;28;0;0;19
12/03/2024 7:00;0;0;0;33
12/03/2024 8:00;46;0;0;46
12/03/2024 9:00;52,9;0;0;35
12/03/2024 10:00;52,3;0;0;30
12/03/2024 11:00;37;0;0;30
12/03/2024 12:00;43,5;0;0;33
12/03/2024 13:00;41,7;0;0;28
12/03/2024 14:00;32,3;0;0;28
12/03/2024 15:00;32,2;0;0;30
12/03/2024 16:00;34,8;0;0;29
12/03/2024 17:00;39,1;0;0;22
12/03/2024 18:00;34,8;0;0;29
12/03/2024 19:00;37,3;0;0;26
12/03/2024 20:00;37,7;0;0;35
12/03/2024 21:00;44,1;0;0;31
12/03/2024 22:00;44,6;0;0;27
12/03/2024 23:00;51,2;0;0;31
13/03/2024 0:00;42,1;0;0;29
13/03/2024 1:00;30;0;0;24
13/03/2024 2:00;32,4;0;0;25
13/03/2024 3:00;28,4;0;0;20
13/03/2024 4:00;26,1;0;0;25
13/03/2024 5:00;35,8;0;0;27
13/03/2024 6:00;27,9;0;0;24
13/03/2024 7:00;37,4;0;0;27
13/03/2024 8:00;44,6;0;0;30
13/03/2024 9:00;32,1;0;0;31
13/03/2024 10:00;33,4;0;0;26
13/03/2024 11:00;31,3;0;0;23
13/03/2024 12:00;31,7;0;0;29
13/03/2024 13:00;43;0;0;26
13/03/2024 14:00;36,7;0;0;24
13/03/2024 15:00;28,2;0;0;18
13/03/2024 16:00;21,3;0;0;19
13/03/2024 17:00;30;0;0;30
13/03/2024 18:00;21;0;0;13
13/03/2024 19:00;26,1;0;0;23
13/03/2024 20:00;29,8;0;0;23
13/03/2024 21:00;35,6;0;0;25
13/03/2024 22:00;36,1;0;0;22
13/03/2024 23:00;36,4;0;0;22
14/03/2024 0:00;29,1;0;0;20
14/03/2024 1:00;32,3;0;0;24
14/03/2024 2:00;23,4;0;0;23
14/03/2024 3:00;30,6;0;0;17
14/03/2024 4:00;27,7;0;0;23
14/03/2024 5:00;25,3;0;0;20
14/03/2024 6:00;0;0;0;33
14/03/2024 7:00;34,2;0;0;33
14/03/2024 8:00;40,1;0;0;39
14/03/2024 9:00;36,2;0;0;27
14/03/2024 10:00;37,1;0;0;26
14/03/2024 11:00;26,4;0;0;21
14/03/2024 12:00;0;0;0;32
14/03/2024 13:00;32,7;0;0;28
14/03/2024 14:00;29;0;0;22
14/03/2024 15:00;31,5;0;0;26
14/03/2024 16:00;37,6;0;0;30
14/03/2024 17:00;39,1;0;0;34
14/03/2024 18:00;41,6;0;0;36
14/03/2024 19:00;34;0;0;34
14/03/2024 20:00;46,4;0;0;35
14/03/2024 21:00;44,5;0;0;29
14/03/2024 22:00;37;0;0;32
14/03/2024 23:00;40,9;0;0;29
15/03/2024 0:00;35,2;0;0;24
15/03/2024 1:00;42,3;0;0;27
15/03/2024 2:00;38,1;0;0;20
15/03/2024 3:00;36,7;0;0;25
15/03/2024 4:00;36,9;0;0;25
15/03/2024 5:00;31,1;0;0;23
15/03/2024 6:00;30,8;0;0;29
15/03/2024 7:00;59,5;0;0;53
15/03/2024 8:00;78,6;0;0;55
15/03/2024 9:00;73,6;0;0;55
15/03/2024 10:00;73,3;0;0;41
15/03/2024 11:00;49;0;0;20
15/03/2024 12:00;47,4;0;0;16
15/03/2024 13:00;34,2;0;0;15
15/03/2024 14:00;31;0;0;13
15/03/2024 15:00;26;0;0;13
15/03/2024 16:00;19,8;0;0;10
15/03/2024 17:00;0;0;0;23
15/03/2024 18:00;29;0;0;29
15/03/2024 19:00;29,8;0;0;28
15/03/2024 20:00;33,4;0;0;19
15/03/2024 21:00;30,7;0;0;27
15/03/2024 22:00;30,4;0;0;27
15/03/2024 23:00;31,1;0;0;30
16/03/2024 0:00;35,9;0;0;26
16/03/2024 1:00;30,3;0;0;30
16/03/2024 2:00;29;0;0;22
16/03/2024 3:00;42,2;0;0;26
16/03/2024 4:00;30,2;0;0;29
16/03/2024 5:00;29,9;0;0;29
16/03/2024 6:00;44,1;0;0;32
16/03/2024 7:00;44,8;0;0;31
16/03/2024 8:00;54,2;0;0;48
16/03/2024 9:00;42,2;0;0;33
16/03/2024 10:00;54,4;0;0;37
16/03/2024 11:00;42;0;0;29
16/03/2024 12:00;37,4;0;0;27
16/03/2024 13:00;33,5;0;0;23
16/03/2024 14:00;33,6;0;0;26
16/03/2024 15:00;27,2;0;0;23
16/03/2024 16:00;28,9;0;0;25
16/03/2024 17:00;30,2;0;0;24
16/03/2024 18:00;28,9;0;0;25
16/03/2024 19:00;28;0;0;28
16/03/2024 20:00;28,7;0;0;28
16/03/2024 21:00;0;0;0;31
16/03/2024 22:00;35,3;0;0;29
16/03/2024 23:00;40,1;0;0;31
17/03/2024 0:00;36;0;0;29
17/03/2024 1:00;33,1;0;0;21
17/03/2024 2:00;41,7;0;0;26
17/03/2024 3:00;44,5;0;0;35
17/03/2024 4:00;33,1;0;0;31
17/03/2024 5:00;32;0;0;32
17/03/2024 6:00;34;0;0;34
17/03/2024 7:00;40,5;0;0;26
17/03/2024 8:00;37,5;0;0;32
17/03/2024 9:00;37,3;0;0;29
17/03/2024 10:00;27,3;0;0;20
17/03/2024 11:00;25,4;0;0;22
17/03/2024 12:00;26;0;0;17
17/03/2024 13:00;27,8;0;0;18
17/03/2024 14:00;23,4;0;0;19
17/03/2024 15:00;25;0;0;25
17/03/2024 16:00;23;0;0;23
17/03/2024 17:00;22;0;0;22
17/03/2024 18:00;25,4;0;0;15
17/03/2024 19:00;18,9;0;0;15
17/03/2024 20:00;0;0;0;22
17/03/2024 21:00;23,5;0;0;19
17/03/2024 22:00;23,1;0;0;22
17/03/2024 23:00;29;0;0;29
18/03/2024 0:00;32,9;0;0;23
18/03/2024 1:00;23,5;0;0;22
18/03/2024 2:00;30,8;0;0;28
18/03/2024 3:00;25;0;0;25
18/03/2024 4:00;29,8;0;0;25
18/03/2024 5:00;31,8;0;0;29
18/03/2024 6:00;33,8;0;0;27
18/03/2024 7:00;0;0;0;39
18/03/2024 8:00;47,1;0;0;40
18/03/2024 9:00;47,5;0;0;35
18/03/2024 10:00;48,7;0;0;29
18/03/2024 11:00;43,4;0;0;29
18/03/2024 12:00;34,5;0;0;22
18/03/2024 13:00;33,5;0;0;18
18/03/2024 14:00;28,8;0;0;22
18/03/2024 15:00;27,4;0;0;25
18/03/2024 16:00;35,5;0;0;20
18/03/2024 17:00;42,6;0;0;23
18/03/2024 18:00;30,8;0;0;20
18/03/2024 19:00;32,8;0;0;20
18/03/2024 20:00;42,7;0;0;23
18/03/2024 21:00;30,3;0;0;17
18/03/2024 22:00;32,4;0;0;23
18/03/2024 23:00;25,8;0;0;24
19/03/2024 0:00;22,6;0;0;21
19/03/2024 1:00;39,9;0;0;17
19/03/2024 2:00;29,1;0;0;21
19/03/2024 3:00;21,7;0;0;17
19/03/2024 4:00;17;0;0;17
19/03/2024 5:00;20;0;0;20
19/03/2024 6:00;25,9;0;0;23
19/03/2024 7:00;33,9;0;0;25
19/03/2024 8:00;32,3;0;0;29
19/03/2024 9:00;43,7;0;0;32
19/03/2024 10:00;32,5;0;0;24
19/03/2024 11:00;35,2;0;0;19
19/03/2024 12:00;28,7;0;0;11
19/03/2024 13:00;24,7;0;0;9
19/03/2024 14:00;17,5;0;0;13
19/03/2024 15:00;18,7;0;0;13
19/03/2024 16:00;18;0;0;18
19/03/2024 17:00;28,4;0;0;13
19/03/2024 18:00;20,4;0;0;13
19/03/2024 19:00;26;0;0;19
19/03/2024 20:00;19,1;0;0;19
19/03/2024 21:00;21,2;0;0;15
19/03/2024 22:00;22,1;0;0;19
19/03/2024 23:00;30,6;0;0;19
20/03/2024 0:00;32,5;0;0;30
20/03/2024 1:00;31;0;0;21
20/03/2024 2:00;37,4;0;0;28
20/03/2024 3:00;34,6;0;0;21
20/03/2024 4:00;37,8;0;0;25
20/03/2024 5:00;34,3;0;0;30
20/03/2024 6:00;37,7;0;0;25
20/03/2024 7:00;53,4;0;0;45
20/03/2024 8:00;71,2;0;0;52
20/03/2024 9:00;68;0;0;45
20/03/2024 10:00;72,6;0;0;43
20/03/2024 11:00;64,8;0;0;24
20/03/2024 12:00;57;0;0;24
20/03/2024 13:00;48,8;0;0;32
20/03/2024 14:00;35,5;0;0;14
20/03/2024 15:00;78,1;0;0;46
20/03/2024 16:00;104,7;0;0;45
20/03/2024 17:00;100,9;0;0;40
20/03/2024 18:00;90,1;0;0;42
20/03/2024 19:00;74,9;0;0;40
20/03/2024 20:00;66,8;0;0;40
20/03/2024 21:00;59,5;0;0;39
20/03/2024 22:00;63,3;0;0;38
20/03/2024 23:00;50,4;0;0;42
21/03/2024 0:00;52,7;0;0;39
21/03/2024 1:00;51,6;0;0;44
21/03/2024 2:00;48;0;0;43
21/03/2024 3:00;55,5;0;0;44
21/03/2024 4:00;53,9;0;0;43
21/03/2024 5:00;50;0;0;38
21/03/2024 6:00;59,5;0;0;39
21/03/2024 7:00;65,1;0;0;52
21/03/2024 8:00;67,5;0;0;54
21/03/2024 9:00;63,9;0;0;49
21/03/2024 10:00;47,6;0;0;27
21/03/2024 11:00;36;0;0;36
21/03/2024 12:00;29;0;0;29
21/03/2024 13:00;0;0;0;38
21/03/2024 14:00;15,8;0;0;14
21/03/2024 15:00;18;0;0;18
21/03/2024 16:00;28;0;0;28
21/03/2024 17:00;27,4;0;0;22
21/03/2024 18:00;28,1;0;0;20
21/03/2024 19:00;33,9;0;0;26
21/03/2024 20:00;32;0;0;32
21/03/2024 21:00;36,7;0;0;33
21/03/2024 22:00;39,8;0;0;32
21/03/2024 23:00;40;0;0;26
22/03/2024 0:00;49;0;0;32
22/03/2024 1:00;47,1;0;0;30
22/03/2024 2:00;47,2;0;0;30
22/03/2024 3:00;50,6;0;0;29
22/03/2024 4:00;52,2;0;0;35
22/03/2024 5:00;48,6;0;0;37
22/03/2024 6:00;54,2;0;0;43
22/03/2024 7:00;54;0;0;54
22/03/2024 8:00;64,8;0;0;54
22/03/2024 9:00;67;0;0;56
22/03/2024 10:00;65,8;0;0;58
22/03/2024 11:00;63,7;0;0;46
22/03/2024 12:00;49,6;0;0;41
22/03/2024 13:00;42,4;0;0;38
22/03/2024 14:00;0;0;0;38
22/03/2024 15:00;39;0;0;39
22/03/2024 16:00;49,4;0;0;46
22/03/2024 17:00;64,1;0;0;46
22/03/2024 18:00;67,5;0;0;46
22/03/2024 19:00;74,9;0;0;42
22/03/2024 20:00;79,4;0;0;40
22/03/2024 21:00;78,5;0;0;52
22/03/2024 22:00;72,9;0;0;49
22/03/2024 23:00;79,5;0;0;50
23/03/2024 0:00;84,9;0;0;47
23/03/2024 1:00;84,2;0;0;62
23/03/2024 2:00;84,4;0;0;72
23/03/2024 3:00;91,4;0;0;63
23/03/2024 4:00;85;0;0;56
23/03/2024 5:00;61,6;0;0;52
23/03/2024 6:00;68,5;0;0;59
23/03/2024 7:00;73,9;0;0;61
23/03/2024 8:00;80,1;0;0;59
23/03/2024 9:00;79,9;0;0;69
23/03/2024 10:00;77,8;0;0;62
23/03/2024 11:00;64,1;0;0;53
23/03/2024 12:00;46,8;0;0;45
23/03/2024 13:00;0;0;0;46
23/03/2024 14:00;0;0;0;55
23/03/2024 15:00;52,3;0;0;43
23/03/2024 16:00;62,5;0;0;45
23/03/2024 17:00;64,8;0;0;40
23/03/2024 18:00;63,1;0;0;36
23/03/2024 19:00;64;0;0;36
23/03/2024 20:00;55,5;0;0;35
23/03/2024 21:00;50,5;0;0;35
23/03/2024 22:00;51,9;0;0;38
23/03/2024 23:00;57,5;0;0;49
24/03/2024 0:00;84,8;0;0;49
24/03/2024 1:00;72,2;0;0;45
24/03/2024 2:00;68,4;0;0;36
24/03/2024 3:00;69,2;0;0;43
24/03/2024 4:00;71,3;0;0;48
24/03/2024 5:00;63,3;0;0;49
24/03/2024 6:00;60;0;0;43
24/03/2024 7:00;60,6;0;0;43
24/03/2024 8:00;61,8;0;0;46
24/03/2024 9:00;72,4;0;0;47
24/03/2024 10:00;62,9;0;0;44
24/03/2024 11:00;48,2;0;0;34
24/03/2024 12:00;35,2;0;0;34
24/03/2024 13:00;25;0;0;25
24/03/2024 14:00;0;0;0;27
24/03/2024 15:00;0;0;0;23
24/03/2024 16:00;0;0;0;27
24/03/2024 17:00;34,6;0;0;27
24/03/2024 18:00;35,9;0;0;24
24/03/2024 19:00;34,6;0;0;29
24/03/2024 20:00;31,7;0;0;17
24/03/2024 21:00;23,2;0;0;19
24/03/2024 22:00;32,2;0;0;15
24/03/2024 23:00;24;0;0;24
25/03/2024 0:00;26,4;0;0;22
25/03/2024 1:00;35,4;0;0;25
25/03/2024 2:00;32,4;0;0;22
25/03/2024 3:00;30,2;0;0;26
25/03/2024 4:00;28,7;0;0;28
25/03/2024 5:00;36,9;0;0;27
25/03/2024 6:00;42,8;0;0;29
25/03/2024 7:00;44,8;0;0;30
25/03/2024 8:00;44;0;0;44
25/03/2024 9:00;47,9;0;0;43
25/03/2024 10:00;46,1;0;0;39
25/03/2024 11:00;41,7;0;0;33
25/03/2024 12:00;31,1;0;0;25
25/03/2024 13:00;33,7;0;0;26
25/03/2024 14:00;32,4;0;0;20
25/03/2024 15:00;26,6;0;0;21
25/03/2024 16:00;39,1;0;0;21
25/03/2024 17:00;45;0;0;25
25/03/2024 18:00;38,1;0;0;15
25/03/2024 19:00;33,9;0;0;11
25/03/2024 20:00;30,9;0;0;24
25/03/2024 21:00;31,9;0;0;22
25/03/2024 22:00;31,2;0;0;22
25/03/2024 23:00;28,8;0;0;23
26/03/2024 0:00;35,6;0;0;22
26/03/2024 1:00;34,3;0;0;18
26/03/2024 2:00;32,5;0;0;14
26/03/2024 3:00;34,3;0;0;22
26/03/2024 4:00;30,5;0;0;22
26/03/2024 5:00;33,6;0;0;19
26/03/2024 6:00;43,7;0;0;30
26/03/2024 7:00;47,8;0;0;46
26/03/2024 8:00;51,9;0;0;39
26/03/2024 9:00;60,1;0;0;48
26/03/2024 10:00;83,1;0;0;53
26/03/2024 11:00;78,9;0;0;47
26/03/2024 12:00;64,4;0;0;33
26/03/2024 13:00;49,2;0;0;26
26/03/2024 14:00;35,5;0;0;13
26/03/2024 15:00;33;0;0;14
26/03/2024 16:00;33,5;0;0;12
26/03/2024 17:00;41,2;0;0;18
26/03/2024 18:00;29,4;0;0;17
26/03/2024 19:00;33,6;0;0;18
26/03/2024 20:00;36,8;0;0;22
26/03/2024 21:00;43,5;0;0;21
26/03/2024 22:00;34,9;0;0;23
26/03/2024 23:00;33,9;0;0;22
27/03/2024 0:00;39,3;0;0;17
27/03/2024 1:00;32,8;0;0;22
27/03/2024 2:00;29,5;0;0;13
27/03/2024 3:00;34,7;0;0;16
27/03/2024 4:00;33,5;0;0;23
27/03/2024 5:00;26,1;0;0;17
27/03/2024 6:00;32,5;0;0;27
27/03/2024 7:00;34,6;0;0;29
27/03/2024 8:00;37,1;0;0;32
27/03/2024 9:00;46,1;0;0;30
27/03/2024 10:00;40,6;0;0;26
27/03/2024 11:00;44,7;0;0;25
27/03/2024 12:00;32,3;0;0;17
27/03/2024 13:00;26,9;0;0;21
27/03/2024 14:00;42;0;0;40
27/03/2024 15:00;37,7;0;0;31
27/03/2024 16:00;38,7;0;0;22
27/03/2024 17:00;56,1;0;0;14
27/03/2024 18:00;53,6;0;0;24
27/03/2024 19:00;41,1;0;0;27
27/03/2024 20:00;37,8;0;0;34
27/03/2024 21:00;45,5;0;0;31
27/03/2024 22:00;43,8;0;0;34
27/03/2024 23:00;47,2;0;0;34
28/03/2024 0:00;41,6;0;0;31
28/03/2024 1:00;49,1;0;0;29
28/03/2024 2:00;43,3;0;0;36
28/03/2024 3:00;50;0;0;40
28/03/2024 4:00;56,7;0;0;29
28/03/2024 5:00;40,7;0;0;25
28/03/2024 6:00;45,4;0;0;30
28/03/2024 7:00;47,3;0;0;25
28/03/2024 8:00;38,6;0;0;33
28/03/2024 9:00;47,4;0;0;27
28/03/2024 10:00;39,8;0;0;35
28/03/2024 11:00;45,6;0;0;38
28/03/2024 12:00;41;0;0;41
28/03/2024 13:00;28,8;0;0;27
28/03/2024 14:00;35,1;0;0;32
28/03/2024 15:00;40,5;0;0;30
28/03/2024 16:00;35,9;0;0;29
28/03/2024 17:00;44,7;0;0;28
28/03/2024 18:00;35,1;0;0;26
28/03/2024 19:00;43,7;0;0;27
28/03/2024 20:00;40,8;0;0;35
28/03/2024 21:00;45,6;0;0;31
28/03/2024 22:00;44,3;0;0;36
28/03/2024 23:00;46,5;0;0;29
29/03/2024 0:00;36,1;0;0;31
29/03/2024 1:00;31,9;0;0;31
29/03/2024 2:00;39,9;0;0;29
29/03/2024 3:00;43,3;0;0;37
29/03/2024 4:00;37,4;0;0;34
29/03/2024 5:00;49,2;0;0;32
29/03/2024 6:00;35,4;0;0;31
29/03/2024 7:00;32,1;0;0;32
29/03/2024 8:00;32;0;0;32
29/03/2024 9:00;40,6;0;0;27
29/03/2024 10:00;30;0;0;27
29/03/2024 11:00;22,5;0;0;23
29/03/2024 12:00;18,4;0;0;18
29/03/2024 13:00;23;0;0;23
29/03/2024 14:00;22,6;0;0;21
29/03/2024 15:00;0;0;0;33
29/03/2024 16:00;41;0;0;41
29/03/2024 17:00;49,2;0;0;36
29/03/2024 18:00;42,4;0;0;36
29/03/2024 19:00;42,8;0;0;34
29/03/2024 20:00;46,7;0;0;41
29/03/2024 21:00;47,2;0;0;42
29/03/2024 22:00;48,1;0;0;39
29/03/2024 23:00;42;0;0;42
30/03/2024 0:00;48,1;0;0;38
30/03/2024 1:00;52,4;0;0;41
30/03/2024 2:00;52,5;0;0;39
30/03/2024 3:00;40,1;0;0;37
30/03/2024 4:00;41;0;0;41
30/03/2024 5:00;52,6;0;0;41
30/03/2024 6:00;47,9;0;0;44
30/03/2024 7:00;55,2;0;0;37
30/03/2024 8:00;46,6;0;0;44
30/03/2024 9:00;58;0;0;54
30/03/2024 10:00;63;0;0;53
30/03/2024 11:00;47,3;0;0;38
30/03/2024 12:00;44,7;0;0;25
30/03/2024 13:00;35,2;0;0;17
30/03/2024 14:00;28,7;0;0;13
30/03/2024 15:00;0;0;0;28
30/03/2024 16:00;22,5;0;0;12
30/03/2024 17:00;38;0;0;12
30/03/2024 18:00;27,4;0;0;19
30/03/2024 19:00;24,3;0;0;18
30/03/2024 20:00;23;0;0;23
30/03/2024 21:00;32,3;0;0;21
30/03/2024 22:00;26;0;0;26
30/03/2024 23:00;30,6;0;0;24
31/03/2024 0:00;42;0;0;42
31/03/2024 1:00;48,2;0;0;41
31/03/2024 2:00;0;0;0;43
31/03/2024 3:00;0;0;0;47
31/03/2024 4:00;49,1;0;0;37
31/03/2024 5:00;42,7;0;0;42
31/03/2024 6:00;48,7;0;0;33
31/03/2024 7:00;46,4;0;0;37
31/03/2024 8:00;45;0;0;34
31/03/2024 9:00;42,3;0;0;30
31/03/2024 10:00;34,5;0;0;34
31/03/2024 11:00;38,8;0;0;33
31/03/2024 12:00;35;0;0;35
31/03/2024 13:00;27,7;0;0;17
31/03/2024 14:00;25,2;0;0;23
31/03/2024 15:00;34,1;0;0;23
31/03/2024 16:00;26,2;0;0;19
31/03/2024 17:00;44,3;0;0;41
31/03/2024 18:00;43,1;0;0;38
31/03/2024 19:00;38,7;0;0;37
31/03/2024 20:00;39,2;0;0;32
31/03/2024 21:00;36,2;0;0;30
31/03/2024 22:00;42,3;0;0;28
31/03/2024 23:00;43,5;0;0;35
1/04/2024 0:00;42,3;0;0;34
1/04/2024 1:00;38;0;0;31
1/04/2024 2:00;36,1;0;0;24
1/04/2024 3:00;36,2;0;0;28
1/04/2024 4:00;33,2;0;0;20
1/04/2024 5:00;30,4;0;0;25
1/04/2024 6:00;35,1;0;0;20
1/04/2024 7:00;47,3;0;0;0
1/04/2024 8:00;52,8;0;0;34
1/04/2024 9:00;48,3;0;0;48
1/04/2024 10:00;49;0;0;49
1/04/2024 11:00;54,7;0;0;43
1/04/2024 12:00;49,9;0;0;39
1/04/2024 13:00;49,1;0;0;40
1/04/2024 14:00;0;0;0;43
1/04/2024 15:00;54,9;0;0;33
1/04/2024 16:00;0;0;0;34
1/04/2024 17:00;50,1;0;0;26
1/04/2024 18:00;0;0;0;22
1/04/2024 19:00;0;0;0;20
1/04/2024 20:00;0;0;0;23
1/04/2024 21:00;39;0;0;24
1/04/2024 22:00;38,2;0;0;27
1/04/2024 23:00;0;0;0;31
2/04/2024 0:00;0;0;0;24
2/04/2024 1:00;36;0;0;31
2/04/2024 2:00;0;0;0;29
2/04/2024 3:00;29,7;0;0;30
2/04/2024 4:00;38,2;0;0;20
2/04/2024 5:00;0;0;0;23
2/04/2024 6:00;36,4;0;0;23
2/04/2024 7:00;30;0;0;30
2/04/2024 8:00;0;0;0;43
2/04/2024 9:00;37;0;0;37
2/04/2024 10:00;35,6;0;0;34
2/04/2024 11:00;35;0;0;35
2/04/2024 12:00;35,4;0;0;29
2/04/2024 13:00;31;0;0;31
2/04/2024 14:00;25;0;0;25
2/04/2024 15:00;30,3;0;0;28
2/04/2024 16:00;36,5;0;0;34
2/04/2024 17:00;41,5;0;0;28
2/04/2024 18:00;52,3;0;0;33
2/04/2024 19:00;45,9;0;0;30
2/04/2024 20:00;39,5;0;0;31
2/04/2024 21:00;46,6;0;0;26
2/04/2024 22:00;55,2;0;0;41
2/04/2024 23:00;49,3;0;0;41
3/04/2024 0:00;52,6;0;0;30
3/04/2024 1:00;47,1;0;0;34
3/04/2024 2:00;44,8;0;0;37
3/04/2024 3:00;53;0;0;35
3/04/2024 4:00;48,3;0;0;47
3/04/2024 5:00;51,1;0;0;33
3/04/2024 6:00;44,2;0;0;42
3/04/2024 7:00;58,1;0;0;54
3/04/2024 8:00;57,9;0;0;46
3/04/2024 9:00;64,3;0;0;45
3/04/2024 10:00;52,2;0;0;36
3/04/2024 11:00;41,6;0;0;39
3/04/2024 12:00;30,6;0;0;18
3/04/2024 13:00;24,4;0;0;15
3/04/2024 14:00;18,8;0;0;15
3/04/2024 15:00;14,4;0;0;10
